Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
The human interpreter in action – multilingualism at the European Parliament.	Susanne Altenberg	http://www.mt-archive.info/10/IWSLT-2013-Altenberg.pdf				
Report on the 10th IWSLT evaluation campaign.	Mauro Cettolo and Jan Niehues and Sebastian Stüker and Luisa Bentivogli and Marcello Federico	http://www.mt-archive.info/10/IWSLT-2013-Cettolo.pdf				
Human semantic MT evaluation with HMEANT for IWSLT 2013.	Chi-kiu Lo and Dekai Wu	http://www.mt-archive.info/10/IWSLT-2013-Lo-1.pdf				
English SLT and MT system description for the IWSLT 2013 evaluation.	Alexandra Birch and Nadir Durrani and Philipp Koehn	http://www.mt-archive.info/10/IWSLT-2013-Birch.pdf				
MSR-FBK IWSLT 2013 SLT system description.	Anthony Aue and Qin Gao and Hany Hassan and Xiaodong He and Gang Li and Nicholas Ruiz and Frank Seide	http://www.mt-archive.info/10/IWSLT-2013-Aue.pdf				
Improving machine translation into Chinese by tuning against Chinese MEANT.	Chi-kiu Lo and Meriem Beloucif and Dekai Wu	http://www.mt-archive.info/10/IWSLT-2013-Lo-2.pdf				
The NICT ASR system for IWSLT 2013.	Chien-Lin Huang and Paul R.Dixon and Shigeki Matsuda and Youzheng Wu and Xugang Lu and Masahiro Saiko and Chiori Hori	http://www.mt-archive.info/10/IWSLT-2013-Huang.pdf				
FBK @ IWSLT 2013 – ASR tracks.	Daniele Falavigna and Roberto Gretter and Fabio Brugnara and Diego Giuliani	http://www.mt-archive.info/10/IWSLT-2013-Falavigna.pdf				
QCRI at IWSLT 2013: experiments in Arabic-English and English-Arabic spoken language translation.	Hassan Sajjad and Francisco Guzmán and Preslav Nakov and Ahmed Abdelali and Kenton Murray and Fahad Al Obaidli and Stephan Vogel	http://www.mt-archive.info/10/IWSLT-2013-Sajjad.pdf				
A discriminative reordering parser for IWSLT 2013.	Hwidong Na and Jong-Hyeok Lee	http://www.mt-archive.info/10/IWSLT-2013-Na.pdf				
The RWTH Aachen machine translation systems for IWSLT 2013.	Joern Wuebker and Stephan Peitz and Tamer Alkhouli and Jan-Thorsten Peter and Minwei Feng and Markus Freitag and Hermann Ney	http://www.mt-archive.info/10/IWSLT-2013-Wuebker.pdf				
