Title	Authors	Pdf	Presentation	Volume_Name	Notes
Improving SMT by model filtering and phrase embedding	Chengqing Zong	http://www.mt-archive.info/15/IWSLT-2015-Zong.pdf			
The IWSLT 2015 Evaluation Campaign	Mauro Cettolo and Jan Niehues and Sebastian Stüker and Luisa Bentivogli and Roldano Cattoni and Marcello Federico	http://www.mt-archive.info/15/IWSLT-2015-Cettolo.pdf			
The RWTH Aachen machine translation system for IWSLT 2015	Jan-Thorsten Peter and Farzad Toutounchi and Stephan Peitz and Parnia Bahar and Andreas Guta and Hermann Ney	http://www.mt-archive.info/15/IWSLT-2015-Peter.pdf			
The MITLL-AFRL IWSLT 2015 MT system	Michaeel Kazi and Brian Thompson and Elizabeth Salesky and Timothy Anderson and Grant Erdmann and Eric Hansen and Brian Ore and Katherine Young and Jeremy Gwinnup and Michael Hutt and Christina May	http://www.mt-archive.info/15/IWSLT-2015-Kazi.pdf			
The Edinburgh machine translation systems for IWSLT 2015	Matthias Huck and Alexandra Birch	http://www.mt-archive.info/15/IWSLT-2015-Huck.pdf			
The MLLP ASR systems for IWSLT 2015	Miguel Ángel Del Agua Teba and Adrià Agusti Martinez Villaronga and Santiago Piqueras Gozalbes and Adrià Giménez Pastor and José Alberto Sanchis Navarro and Jorge Civera Saiz and Alfons Juan Císcar	http://www.mt-archive.info/15/IWSLT-2015-del-agua.pdf			
The Heidelberg University English-German translation system for IWSLT 2015	Laura Jehl and PatrickSimianer and Julian HIrschler and Stefan Riezler	http://www.mt-archive.info/15/IWSLT-2015-jehl.pdf			
The LIUM ASR and SLT systems for IWSLT 2015	Mercedes Garcia Martínez and Loïc Barrault and Anthony Rousseau and Paul Deléglise and Yannick Estève	http://www.mt-archive.info/15/IWSLT-2015-garcia.pdf			
The UMD machine translation systems at IWSLT 2015	Amittai Axelrod and Marine Carpuat	http://www.mt-archive.info/15/IWSLT-2015-axelrod.pdf			
The KIT translation systems for IWSLT 2015	Thanh-Le Ha and Jan Niehues and Eunah Cho and Mohammed Mediani and Alex Waibel	http://www.mt-archive.info/15/IWSLT-2015-ha.pdf			
The 2015 KIT IWSLT speech-to-text systems for English and German	Markus Mueller and Tai Son Nguyen and Matthias Sperber and Kevin Kilgour and Sebastian Stuker and Alex Waibel	http://www.mt-archive.info/15/IWSLT-2015-muller.pdf			
Stanford neural machine translation systems for spoken language domains	Minh-Thang Luong and Christopher Manning	http://www.mt-archive.info/15/IWSLT-2015-luong.pdf			
The English-Vietnamese machine translation system for IWSLT 2015	Viet Tran Hong and Huyen Vu Thong and Vinh Nguyen Van and Trung Le Tien	http://www.mt-archive.info/15/IWSLT-2015-viet.pdf			
The IOIT English ASR system for IWSLT 2015	Van Huy Nguyen and Quoc Bao Nguyen and Tat Thang Vu and Chi Mai Luong	http://www.mt-archive.info/15/IWSLT-2015-nguyen.pdf			
The 12R ASR system for IWSLT 2015	Huy Dat Tran and Jonathan Dennis and Wen Zheng Ng	http://www.mt-archive.info/15/IWSLT-2015-tran.pdf			
