Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Computer aided translation: state of the art in the USA and Canada	W.P.Lehmann	http://www.mt-archive.info/70/Wahab-1985-Lehmann.pdf			11	Part 1: State of the Art of C.A.T.
The approach of Geta to automatic translation: comparison with some other methods	B.Vauquois	http://www.mt-archive.info/70/Wahab-1985-Vauquois.pdf			27	Part 1: State of the Art of C.A.T.
The significance of sublanguage for automatic translation	R.Kittredge	http://www.mt-archive.info/70/Wahab-1985-Kittredge.pdf			99	Part 2:General Topics
Terminology and machine-assisted translation	H.Felber	http://www.mt-archive.info/70/Wahab-1985-Felber.pdf			115	Part 2:General Topics
Multi-lingual word processing with dictionary	O.K.Ewell	http://www.mt-archive.info/70/Wahab-1985-Ewell-1.pdf			123	Part 2:General Topics
Systran system	S.Traboulsi	http://www.mt-archive.info/70/Wahab-1985-Traboulsi.pdf			131	Part 3: Description of some C.A.T. systems
Computer aided translation: design and implementation	O.K.Ewell	http://www.mt-archive.info/70/Wahab-1985-Ewell-2.pdf			141	Part 3: Description of some C.A.T. systems
The treatment of grammatical categories and word order in machine translation	J.Slocum and A.Aristar	http://www.mt-archive.info/70/Wahab-1985-Slocum.pdf			153	Part 4: Arabic linguistic issues
Linguistic problems in computer aided translation from English to Arabic	W.Bishai	http://www.mt-archive.info/70/Wahab-1985-Bishai.pdf			185	Part 4: Arabic linguistic issues
BASM (The Saudi terminology data bank)	M.E.Sieny	http://www.mt-archive.info/70/Wahab-1985-Sieny.pdf			193	Part 4: Arabic linguistic issues
