Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
The SYSTRAN system. 	Cay Holger-Stoll	http://www.mt-archive.info/70/IAI-1986-Stoll.pdf				
The LOGOS translation system 	Peter Wheeler	http://www.mt-archive.info/70/IAI-1986-Wheeler.pdf				
The machine translation project Rosetta.	Lisette Appelo and Jan Landsbergen	http://www.mt-archive.info/70/IAI-1986-Appelo.pdf				
Transfer as a touchstone for analysis. 	Jürgen Kunze	http://www.mt-archive.info/70/IAI-1986-Kunze.pdf				
SEMSYN – summary of system data. 	Martin Emele and Walter Kehl and Dietmar Rösner	http://www.mt-archive.info/70/IAI-1986-Emele-2.pdf				
Generating natural language from semantic representations – an AI approach to a Japanese/German machine translation project. 	Martin Emele and Walter Kehl and Dietmar Rösner	http://www.mt-archive.info/70/IAI-1986-Emele.pdf				
Computer-aided translation.  	Günther Stieglbauer	http://www.mt-archive.info/70/IAI-1986-Stieglbauer.pdf				
BAPCOMP’s universal computer system. 	Burham Bukhari	http://www.mt-archive.info/70/IAI-1986-Bukhari.pdf				
Summary	Yoshiyuki Sakamoto and Taeko Ariga and Atsushi Washio	http://www.mt-archive.info/70/IAI-1986-Sakamoto-2.pdf				
Unified operation control system for Mu machine translation. 	Yoshiyuki Sakamoto and Taeko Ariga and Atsushi Washio	http://www.mt-archive.info/70/IAI-1986-Sakamoto.pdf				
System summary of LUTE – AID. 	Hirosato Nomura	http://www.mt-archive.info/70/IAI-1986-Nomura-2.pdf				
English-Japanese interactive machine translation system LUTE – AID. 	Hirosato Nomura and Hitoshi Iida	http://www.mt-archive.info/70/IAI-1986-Nomura.pdf				
On the Korean-Japanese machine translation: summary of the system. 	Chang ho Park	http://www.mt-archive.info/70/IAI-1986-Park.pdf				
Machine translation of the Ural-Altaic as an agglutinative language - On the Korean to Japanese translation. 	Tae Wan Kim and Jin Tae Lee and Chang Ho Park and Ki Sik Lee	http://www.mt-archive.info/70/IAI-1986-Kim.pdf				
Presentation of EUROTRA-DK’s ECS component. 	Poul Andersen	http://www.mt-archive.info/70/IAI-1986-Andersen.pdf				
Linguistic research and software test systems for machine translation. Summary page for Eurotra-D. 	Johann Haller and Heinz-Dieter Maas	http://www.mt-archive.info/70/IAI-1986-Haller-2.pdf				
Eurotra-D: linguistic research and software test systems for machine translation. 	Johann Haller and Dieter Maas	http://www.mt-archive.info/70/IAI-1986-Haller.pdf				
An LFG-based approach to machine translation: short description of system. 	Klaus Netter and Jürgen Wedekind	http://www.mt-archive.info/70/IAI-1986-Netter-2.pdf				
An LFG-based approach to machine translation. 	Klaus Netter and Jürgen Wedekind	http://www.mt-archive.info/70/IAI-1986-Netter.pdf				
Programs for language analysis and inference (PLAIN): a workbench for machine translation. 	Peter Hellwig	http://www.mt-archive.info/70/IAI-1986-Hellwig.pdf				
Multilingual aspects of reference information systems (MARIS). 	Edith Kroupa	http://www.mt-archive.info/70/IAI-1986-Kroupa.pdf				
Data about SAFRAN and SUSY-II. 	Heinz-Dirk Luckhardt	http://www.mt-archive.info/70/IAI-1986-Luckhardt-2.pdf				
A CAP parser generator for German. 	Heinz-Dirk Luckhardt	http://www.mt-archive.info/70/IAI-1986-Luckhardt.pdf				
ASCOF – a modular multilevel system for French-German translation. 	Axel Biewer and Christian Féneyrol and Johannes Ritzke and Erwin Stegentritt	http://www.mt-archive.info/70/IAI-1986-Biewer.pdf				
A brief description of the XTRA machine translation system. 	Xiuming Huang	http://www.mt-archive.info/70/IAI-1986-Huang.pdf				
