Title	Authors	Pdf	Presentation	Volume_Name	Notes
The Operation Sequence Model: Integrating Translation and Reordering Operations in a Single Left-to-Right Model	Hinrich Schütze	http://www.mt-archive.info/10/MTS-2013-Schutze.pdf			Research track - Invited talk
Terminology-driven Augmentation of Bilingual Terminologies	Koichi Sato and Koichi Takeuchi and Kyo Kageura	http://www.mt-archive.info/10/MTS-2013-Sato.pdf			Research track - Oral presentations
Generative and Discriminative Methods for Online Adaptation in SMT	Katharina Wäschle and Patrick Simianer and Nicola Bertoldi and Stefan Riezler and Marcello Federico	http://www.mt-archive.info/10/MTS-2013-Waschle.pdf			Research track - Oral presentations
Inducing Romanization Systems	Keiko Taguchi and Andrew Finch and Seiichi Yamamoto and Eiichiro Sumita	http://www.mt-archive.info/10/MTS-2013-Taguchi.pdf			Research track - Oral presentations
Project Adaptation for MT-Enhanced Computer Assisted Translation	Mauro Cettolo and Nicola Bertoldi and Marcello Federico	http://www.mt-archive.info/10/MTS-2013-Cettolo.pdf			Research track - Oral presentations
Cache-based Online Adaptation for Machine Translation Enhanced Computer Assisted Translation	Nicola Bertoldi and Mauro Cettolo and Marcello Federico	http://www.mt-archive.info/10/MTS-2013-Bertoldi.pdf			Research track - Oral presentations
Semi-Supervised Word Sense Disambiguation for Mixed-Initiative Conversational Spoken Language Translation	Sankaranarayanan Ananthakrishnan and Sanjika Hewavitharana and Rohit Kumar and Enoch Kan and Rohit Prasad and Prem Natarajan	http://www.mt-archive.info/10/MTS-2013-Ananthakrishnan.pdf			Research track - Oral presentations
Listwise Approach to Learning to Rank for Automatic Evaluation of Machine Translation	Maoxi Li and Aiwen Jiang and Mingwen Wang	http://www.mt-archive.info/10/MTS-2013-Li.pdf			Research track - Oral presentations
MWE Alignment in Phrase Based Statistical Machine Translation	Santanu Pal and Sudip Kumar Naskar and Sivaji Bandyopadhyay	http://www.mt-archive.info/10/MTS-2013-Pal.pdf			Research track - Oral presentations
Real-life Translation Quality Estimation for MT System Selection	Lluis Formiga and Lluis Marquez and Jaume Pujantell	http://www.mt-archive.info/10/MTS-2013-Formiga.pdf			Research track - Oral presentations
Yet Another Fast, Robust and Open Source Sentence Aligner. Time toReconsider Sentence Alignment?	Fethi Lamraoui and Philippe Langlais	http://www.mt-archive.info/10/MTS-2013-Lamraoui.pdf			Research track - Oral presentations
Development of a Simultaneous Interpretation System for Face-to-Face Services and Its Evaluation Experiment in Real Situation	Akiko Sakamoto and Nayuko Watanabe and Satoshi Kamatani and Kazuo Sumita	http://www.mt-archive.info/10/MTS-2013-Sakamoto.pdf			Research track - Oral presentations
Can Informal Genres be better Translated by Tuning on Automatic Semantic Metrics?	Chi-Kiu Lo and Dekai Wu	http://www.mt-archive.info/10/MTS-2013-Lo.pdf			Research track - Oral presentations
Quality Estimation-guided Data Selection for Domain Adaptation of SMT	Pratyush Banerjee and Raphael Rubino and Johann Roturier and Josef van Genabith	http://www.mt-archive.info/10/MTS-2013-Banerjee.pdf			Research track - Oral presentations
Modeling Hip Hop Challenge-Response Lyrics as Machine Translation Design and Analysis of a Large Corpus of Post-Edited Translations: Quality Estimation, Failure Analysis and the Variability of Post-Edition	The Effects of Factorizing Root and Pattern Mapping in Bidirectional Tunisian - Standard Arabic Machine Translation	http://www.mt-archive.info/10/MTS-2013-Wu.pdf			Research track - Oral presentations
Design and Analysis of a Large Corpus of Post-Edited Translations: Quality Estimation, Failure Analysis and the Variability of Post-Edition The Effects of Factorizing Root and Pattern Mapping in Bidirectional Tunisian - Standard Arabic Machine Translation	Ahmed Hamdi and Rahma Boujelbane and Nizar Habash and Alexis Nasr	http://www.mt-archive.info/10/MTS-2013-Wisniewski.pdf			Research track - Oral presentations
The Effects of Factorizing Root and Pattern Mapping in Bidirectional Tunisian - Standard Arabic Machine Translation	Ahmed Hamdi and Rahma Boujelbane and Nizar Habash and Alexis Nasr	http://www.mt-archive.info/10/MTS-2013-Hamdi.pdf			Research track - Oral presentations
Meta-Evaluation of a Diagnostic Quality Metric for Machine Translation Towards a Generic Approach for Bilingual Lexicon Extraction from Comparable Corpora	Conditional Random Fields Using Intermediate Classes for Statistical Machine Translation	http://www.mt-archive.info/10/MTS-2013-Naskar.pdf			Research track - Oral presentations
Towards a Generic Approach for Bilingual Lexicon Extraction from Comparable Corpora (Hidden) Conditional Random Fields Using Intermediate Classes for Statistical Machine Translation	Patrick Lehnen and Jan-Thorsten Peter and Jorn Wiibker and Stephan Peitz and Hermann Ney	http://www.mt-archive.info/10/MTS-2013-Bouamor.pdf			Research track - Oral presentations
(Hidden) Conditional Random Fields Using Intermediate Classes for Statistical Machine Translation	Patrick Lehnen and Jan-Thorsten Peter and Jorn Wiibker and Stephan Peitz and Hermann Ney	http://www.mt-archive.info/10/MTS-2013-Lehnen.pdf			Research track - Oral presentations
Reverse Word Order Model	Markus Freitag and Minwei Feng and Matthias Huck and Stephan Peitz and Hermann Ney	http://www.mt-archive.info/10/MTS-2013-Freitag.pdf			Research track - Oral presentations
An Investigation on the Effectiveness of Features for Translation Quality Estimation	Kashif Shah and Trevor Conn and Lucia Specia	http://www.mt-archive.info/10/MTS-2013-Shah.pdf			Research track - Oral presentations
A Free/Open-source Kazakh-Tatar Machine Translation System	Ilnar Salimzyanov and Jonathan Washington and Francis Tyers	http://www.mt-archive.info/10/MTS-2013-Salimzyanov.pdf			Research track - Oral presentations
Simulating Discriminative Training for Linear Mixture Adaptation in Statistical Machine Translation PEPr: Post-Edit Propagation Using Phrase-based Statistical Machine Translation	Michel Simard and George Foster	http://www.mt-archive.info/10/MTS-2013-Foster.pdf			Research track - Oral presentations
PEPr: Post-Edit Propagation Using Phrase-based Statistical Machine Translation	Michel Simard and George Foster	http://www.mt-archive.info/10/MTS-2013-Simard.pdf			Research track - Oral presentations
Translating the FINREP Taxonomy using a Domain-specific Corpus	Mihael Arcan and Susan Marie Thomas and Derek De Brandt and Paul Buitelaar	http://www.mt-archive.info/10/MTS-2013-Arcan.pdf			Research track - Poster presentations
Promoting Flexible Translations in Statistical Machine Translation	Rico Sennrich	http://www.mt-archive.info/10/MTS-2013-Sennrich.pdf			Research track - Poster presentations
Language-independent Model for Machine Translation Evaluation with Reinforced Factors	Aaron Li-Feng Han and Derek F. Wong and Lidia S. Chao and Liangye He and Yi Lu and Junwen Xing and Xiaodong Zeng	http://www.mt-archive.info/10/MTS-2013-Han.pdf			Research track - Poster presentations
A CCG-based Quality Estimation Metric for Statistical Machine Translation Learning from Human Judgments of Machine Translation Output	Maja Popovic and Eleftherios Avramidis and Aljoscha Burchardt and Sabine Hunsicker and Sven Schmeier and Cindy Tscherwinka and David Vilar	http://www.mt-archive.info/10/MTS-2013-Almaghout.pdf			Research track - Poster presentations
Learning from Human Judgments of Machine Translation Output	Maja Popovic and Eleftherios Avramidis and Aljoscha Burchardt and Sabine Hunsicker and Sven Schmeier and Cindy Tscherwinka and David Vilar	http://www.mt-archive.info/10/MTS-2013-Popovic.pdf			Research track - Poster presentations
Towards the Supervised Machine Translation: Real Word Alignments and Translations in a Multi-task Active Learning process	Martha Alicia Rocha and Joan Andreu Sanchez	http://www.mt-archive.info/10/MTS-2013-Rocha.pdf			Research track - Poster presentations
Comparing Forum Data Post-Editing Performance Using Translation Memory and Machine Translation Output: A Pilot Study	Lucia Morado Vazquez and Silvia Rodriguez Vazquez and Pierrette Bouillon	http://www.mt-archive.info/10/MTS-2013-Morado.pdf			Research track - Poster presentations
Confidence-driven Rewriting for Improved Translation	Shachar Mirkin and Sriram Venkatapathy and Marc Dymetman	http://www.mt-archive.info/10/MTS-2013-Mirkin.pdf			Research track - Poster presentations
Statistical Machine Translation for Automobile Marketing Texts	Samuel Läubli and Mark Fishel and Manuela Weibel and Martin Volk	http://www.mt-archive.info/10/MTS-2013-Laubli.pdf			Research track - Poster presentations
MT Techniques in a Retrieval System of Semantically Enriched Patents	Meritxell Gonzalez and Maria Mateva and Ramona Enache and Cristina Espana-Bonet and Lluis Marquez and Borislav Popov and Aarne Ranta	http://www.mt-archive.info/10/MTS-2013-Gonzalez.pdf			Research track - Poster presentations
