Title	Authors	Pdf	Presentation	Volume_Name	Notes
A gentle introduction to MT: theory and current practice    	Eduard Hovy				Tutorials
How to make MT work for you 	Marjorie León				Tutorials
MT evaluation: old, new, and recycled   	John White				Tutorials
Post-editing MT 	Karin Spalink				Tutorials
U.S.Government Support and Use of Machine Translation: Current Status	Thomas R. Pedtke	http://www.mt-archive.info/90/MTS-1997-Pedtke.pdf			Part I: Papers
First steps in Mechanical Translation	John Hutchins	http://www.mt-archive.info/90/MTS-1997-Hutchins.pdf			Part I: Papers
The pioneers of MT	Muriel Vasconcellos				Part I: Papers
The Origins of MT	Andrew D.Booth and Kathleen H.V.Booth	http://www.mt-archive.info/90/MTS-1997-Booth.pdf			Part I: Papers
Something Old and Something New	Victor H. Yngve	http://www.mt-archive.info/90/MTS-1997-Yngve.pdf			Part I: Papers
The Fulcrum Approach to Machine Translation	Christine A. Montgomery	http://www.mt-archive.info/90/MTS-1997-Montgomery.pdf			Part I: Papers
Let Me tell You How It Really Was	Michael Zarechnak	http://www.mt-archive.info/90/MTS-1997-Zarechnak.pdf			Part I: Papers
My First 30 Years with MT	Peter Toma	http://www.mt-archive.info/90/MTS-1997-Toma.pdf			Part I: Papers
MT at Texas: The Early Years	W.P.Lehmann	http://www.mt-archive.info/90/MTS-1997-Lehmann.pdf			Part I: Papers
The Challenge of Keypunching for MT	Roger A. Heller	http://www.mt-archive.info/90/MTS-1997-Heller.pdf			Part I: Papers
The Emergence of MT in Europe	Loll Rolling	http://www.mt-archive.info/90/MTS-1997-Rolling.pdf			Part I: Papers
Machine Translation Through Language Understanding	Makoto Nagao	http://www.mt-archive.info/90/MTS-1997-Nagao.pdf			Part I: Papers
Machine Translation of Interactive Texts	Mary Flanagan	http://www.mt-archive.info/90/MTS-1997-Flanagan.pdf			Part I: Papers
A Real-Time MT System for Translating Broadcast Captions	Eric Nyberg and Teruko Mitamura	http://www.mt-archive.info/90/MTS-1997-Nyberg.pdf			Part I: Papers
Managing Distributed MT Projects Today—A New Challenge	Jennifer A.Brundage and Susan McCormick and Chris Pyne	http://www.mt-archive.info/90/MTS-1997-Brundage.pdf			Part I: Papers
MT Research and Development (R&D) in Europe	Roger Havenith	http://www.mt-archive.info/90/MTS-1997-Havenith.pdf			Part I: Papers
Exchange Interfaces for Translation Tools	Gregor Thurmair	http://www.mt-archive.info/90/MTS-1997-Thurmair.pdf			Part I: Papers
R&D for Commercial MT	Laurie Gerber	http://www.mt-archive.info/90/MTS-1997-Gerber-1.pdf			Part I: Papers
MT from an Everyday User’s Point of View	Annelise Bech	http://www.mt-archive.info/90/MTS-1997-Bech.pdf			Part I: Papers
Translating Scientific Texts using MT and MAT Ssytems: Practical Experience of a Professional Translator	Olga Bezhanova	http://www.mt-archive.info/90/MTS-1997-Bezhanova.pdf			Part I: Papers
The Current State of Machine Translation	Harold L. Somers	http://www.mt-archive.info/90/MTS-1997-Somers.pdf			Part I: Papers
User-Friendly Machine Translation: Alternate Translations Based on Differing Beliefs	David Farwell and Stephen Helmreich	http://www.mt-archive.info/90/MTS-1997-Farwell.pdf			Part I: Papers
Sharable Formats and Their Supporting Environments for Exchanging User Dictionaries among Different MT Systems as a Part of AAMT Activities	Shin-ichiro Kamei and Etsuo Itoh and Mikiko Fujii and Tokuyuki Hirai and Yukari Saitoh and Masahito Takahashi and Tsutomu Hiyama and Kazunori Muraki	http://www.mt-archive.info/90/MTS-1997-Kamei.pdf			Part I: Papers
JEIDA’s Bilingual Corpus and Other Corpora for NLP Research in Japan	Hitoshi Isahara	http://www.mt-archive.info/90/MTS-1997-Isahara.pdf			Part I: Papers
Multi-Lingual Spoken Dialog Translation System Using Transfer-DrivenMachine Translation	Hidecki Mima and Osamu Furuse and Yumi Wakita and Hitoshi Iida	http://www.mt-archive.info/90/MTS-1997-Mima.pdf			Part I: Papers
MT R&D in Asia	Hozumi Tanaka	http://www.mt-archive.info/90/MTS-1997-Tanaka.pdf			Part I: Papers
Corpus-Based Statistics-Oriented (CBSO) Machine Translation Researches in Taiwan	Jing-Shin Chang and Keh-Yih Su	http://www.mt-archive.info/90/MTS-1997-Chang.pdf			Part I: Papers
An Example of MT Use by the U.S.Government	Joel Ross	http://www.mt-archive.info/90/MTS-1997-Ross.pdf			Part I: Papers
PARS/U for Windows: The World’s First Commercial English-Ukrainian and Ukrainian-English Machine Translation System	Michael S. Blekhman and Alla Rakova and Andrei Kursin	http://www.mt-archive.info/90/MTS-1997-Blekhman.pdf			Part I: Papers
Ukrainian-English Machine Translation System	Michael S. Blekhman and Alla Rakova and Andrei Kursin	http://www.mt-archive.info/90/MTS-1997-Blekhman.pdf			Part I: Papers
From METAL to T1: Systems and Components for Machine Translation Applications	Ulrike Schwall and Gregor Thurmair	http://www.mt-archive.info/90/MTS-1997-Schwall.pdf			Part I: Papers
Whither MT?	Bente Maegaard	http://www.mt-archive.info/90/MTS-1997-Maegaard.pdf			Part I: Papers
MT R&D in Canada	Elliott Macklovitch	http://www.mt-archive.info/90/MTS-1997-Macklovitch.pdf			Part I: Papers
SYSTRAN MT Dictionary Development	Laurie Gerber and Jin Yang	http://www.mt-archive.info/90/MTS-1997-Gerber-2.pdf			Part I: Papers
MT as a Commercial Service: Three Case Studies	Terence Lewis	http://www.mt-archive.info/90/MTS-1997-Lewis.pdf			Part I: Papers
Java and Its Role in Natural Language Processing and Machine Translation	Tim Read and Elena Bárcena and Pamela Faber	http://www.mt-archive.info/90/MTS-1997-Read.pdf			Part I: Papers
End-to-End Evaluation in VERBMOBIL I	Rita Nübel	http://www.mt-archive.info/90/MTS-1997-Nubel.pdf			Part I: Papers
Using MT in a Corporate Setting	Lou Cremers	http://www.mt-archive.info/90/MTS-1997-Cremers.pdf			Part I: Papers
Using MT in a Corporate Setting	Christine Kamprath	http://www.mt-archive.info/90/MTS-1997-Kamprath.pdf			Part I: Papers
TRANSLATOR MTK: A Language Independent Machine Translation Development Environment	G. Deon Oosthuizen	http://www.mt-archive.info/90/MTS-1997-Oosthuizen.pdf			Part II: System Presentations
Globalink Power Translator 6 – Barcelona Technology	David E. Clements and John O’Hara	http://www.mt-archive.info/90/MTS-1997-Clements.pdf			Part II: System Presentations
Alis Technologies Inc Logos Machine Translation System	Lale Yurtseven	http://www.mt-archive.info/90/MTS-1997-Alis-1.pdf			Part II: System Presentations
Logos Machine Translation System	Lale Yurtseven	http://www.mt-archive.info/90/MTS-1997-Yurtseven.pdf			Part II: System Presentations
Presentation of Lant Technology	Herman Caeyers	http://www.mt-archive.info/90/MTS-1997-Caeyers.pdf			Part II: System Presentations
Integrating TRADOS Translator’s Workbench with Machine Translation	Mark Berry	http://www.mt-archive.info/90/MTS-1997-Berry.pdf			Part II: System Presentations
STYLUS – Outline of Functions and Features	Svetlana Sokolova	http://www.mt-archive.info/90/MTS-1997-Sokolova.pdf			Part II: System Presentations
PAHO MT Systems: SPANAMâ and ENGSPANâ	Marjorie León and Julia Aymerich	http://www.mt-archive.info/90/MTS-1997-Leon.pdf			Part II: System Presentations
The DIPLOMAT Rapid Development Speech MT System	Robert E. Frederking and Ralf D. Brown and Christopher Hogan	http://www.mt-archive.info/90/MTS-1997-Frederking.pdf			Part II: System Presentations
MULTI-lingual DOCumentation	Jörg Schütz	http://www.mt-archive.info/90/MTS-1997-Schutz.pdf			Part II: System Presentations
ESTeam BTR	G.Magnusdottir and L.Cranius and Y.Aglamissis and C.Roniotes and A.Samiotou	http://www.mt-archive.info/90/MTS-1997-Magnusdottir.pdf			Part II: System Presentations
InfoRaptor – SYSTRAN’s Multilingual Data Retrieval System	Denis A. Gachot	http://www.mt-archive.info/90/MTS-1997-Gachot.pdf			Part II: System Presentations
Alis Technologies Inc		http://www.mt-archive.info/90/MTS-1997-Alis-2.pdf			Part III: Exhibits
John Benjamins North America					Part III: Exhibits
CITAC Computer, Inc. 					Part III: Exhibits
EPI*USE Systems: TRANSLATOR MTK					Part III: Exhibits
ESTeam BTR		http://www.mt-archive.info/90/MTS-1997-ESTeam.pdf			Part III: Exhibits
Fujitsu Software Corporation: ATLAS for Windows V.4.0 JE/EJ		http://www.mt-archive.info/90/MTS-1997-Atlas.pdf			Part III: Exhibits
GMS		http://www.mt-archive.info/90/MTS-1997-GMS.pdf			Part III: Exhibits
IBT, Inc. 					Part III: Exhibits
Logos Corporation: Logos Translation System		http://www.mt-archive.info/90/MTS-1997-Logos.pdf			Part III: Exhibits
MCB Systems		http://www.mt-archive.info/90/MTS-1997-MCB.pdf			Part III: Exhibits
NeocorTech LLC		http://www.mt-archive.info/90/MTS-1997-Neocor.pdf			Part III: Exhibits
PAHO MT Systems: SPANAMâ and ENGSPANâ		http://www.mt-archive.info/90/MTS-1997-PAHO.pdf			Part III: Exhibits
SYSTRAN Software, Inc. 		http://www.mt-archive.info/90/MTS-1997-Systran.pdf			Part III: Exhibits
Toshiba Corporation: ASTRANSAC – Toshiba Machine Translation System		http://www.mt-archive.info/90/MTS-1997-Toshiba.pdf			Part III: Exhibits
USC Information Sciences Institute: GAZELLE – Using Statistics to Fill Knowledge Gaps in MT		http://www.mt-archive.info/90/MTS-1997-Knight.pdf			Part III: Exhibits
