Title	Authors	Pdf	Presentation	Volume_Name	Notes
Introduction to MT: issues and survey	John Hutchins and Harold Somers				
How Your Organization Can Use MT	Zenshiro Kawasaki and Joann Ryan [published	http://www.mt-archive.info/90/Nirenburg-1993-Kawasaki.pdf			
Knowledge-Based MT	Jaime Carbonell and Sergei Nirenburg				
MT: The Japanese Experience	Makoto Nagao	http://www.mt-archive.info/90/Nirenburg-1993-Nagao.pdf			
An Architecture Sketch of Eurotra-II	Jörg Schütz and Gregor Thurmair and Roberto Cencioni	http://www.mt-archive.info/90/MTS-1991-Schutz.pdf			
Advances in Machine Translation Research in IBM	Mori Rimon and Pilar Martinez and Michael McCord and Ulrike Schwall	http://www.mt-archive.info/90/MTS-1991-Rimon.pdf			
Ultra: A Multi-lingual Machine Translator	David Farwell and Yorick Wilks	http://www.mt-archive.info/90/MTS-1991-Farwell.pdf			
Capturing Language-Specific Semantic Distinctions in Interlingua-based MT	Jim Barnett and Inderjeet Mani and Elaine Rich and Chinatsu Aone and Kevin Knight and Juan C. Martinez	http://www.mt-archive.info/90/MTS-1991-Barnett.pdf			
ArchTran: A Corpus-based Statistics-oriented English-Chinese Machine Translation System	Shu-Chuan Chen and Jong-Nae Wang and Jing-Shtn Chang and Keh-Yih Su	http://www.mt-archive.info/90/MTS-1991-Chen.pdf			
					
The METAL System	Thomas Schneider	http://www.mt-archive.info/90/MTS-1991-Schneider.pdf			
Applying an Experimental MT System to a Realistic Problem	P. Bouillon. K. Boeseleldt	http://www.mt-archive.info/90/MTS-1991-Bouillon.pdf			
Automation of Bilingual Lexicon Compilation	Arturo Trujillo and David A. Plowman	http://www.mt-archive.info/90/MTS-1991-Trujillo.pdf			
An Efficient Interlingua Translation System for Multi-lingual Document Production	Teruko Mitamura and Eric H. Nyberg rd and Jaime Carbonell	http://www.mt-archive.info/90/MTS-1991-Mitamura.pdf			
MT Application For The Translation Agency	Keizou Sakurai Masahiko Ozeki and Yoshiyuki Nishihara	http://www.mt-archive.info/90/MTS-1991-Sakurai.pdf			
Multi-lingual Sentence Generation from the PIVOT interlingua	Akitoshi Okumura and Kazunori Muraki and Susumu Akamine	http://www.mt-archive.info/90/MTS-1991-Okumura.pdf			
EJ/JE Machine Translation System ASTRANSAC — Extensions toward Personalization	Hideki Hirakawa and Hiroyasu Nogami and Shin-ya Amano	http://www.mt-archive.info/90/MTS-1991-Hirakawa.pdf			
The Translator's Workbench: An Environment for Mufti-Lingual Text Processing and Translation	Marianne Kugler and Gerd Heyer and Ralf Kese and Beate von Kleist-Retzow and Günter Winkelmann	http://www.mt-archive.info/90/MTS-1991-Kugler.pdf			
Translation Accuracy and Translation Efficiency	Wanying Jin	http://www.mt-archive.info/90/MTS-1991-Jin.pdf			
Toward High Performance Machine Translation: Preliminary Results from Massively Parallel Memory-Based Translation on SNAP	Hiroaki Kitano and Dan Moldovan and Seungho Cha	http://www.mt-archive.info/90/MTS-1991-Kitano.pdf			
Toward an MT System without Pre-Editing: Effects of a New Method in ALT-J/E	Satoru Ikehara and Satoshi Shirai and Akio Yokoo and Hiromi Nakaiwa	http://www.mt-archive.info/90/MTS-1991-Ikehara.pdf			
The KIELIKONE Machine Translation Workstation	H. Jäppinen and L. Kulikov. A. Ylä-Rotiala	http://www.mt-archive.info/90/MTS-1991-Jappinen.pdf			
Connectionist and Symbolic Processing in Speech-to-Speech Translation: The JANUS System	A.M. Jain and A.E. McNair and A. Waibel and H. Saito and A.G. Hauptmann and J. Tebelskis	http://www.mt-archive.info/90/MTS-1991-Jain.pdf			
					
