Title	Authors	Pdf	Presentation	Volume_Name	Notes
Deploying Novel MT Technology to Raise the Bar for Quality at Symantec: Key Advantages and Challenge	Johann Roturier and Symantec	http://www.mt-archive.info/05/MTS-2009-Roturier.pdf			Keynote Presentations
Creating the World's Largest Translation Memory	Marco Trombetti and Translated.net	http://www.mt-archive.info/05/MTS-2009-Trombetti-ppt.pdf			Keynote Presentations
MT: the Current Research Landscape	Roland Kuhn and Pierre Isabelle and National Research Council and Canada	http://www.mt-archive.info/05/MTS-2009-Kuhn-ppt.pdf			Keynote Presentations
Source-side Dependency Tree Reordering Models with Subtree Movements and Constraints	Nguyen Bach and Qin Gao and Stephan Vogel	http://www.mt-archive.info/05/MTS-2009-Bach.pdf			MT Research Papers
Phrase Translation Model Enhanced with Association based Features	Boxing Chen and George Foster and Roland Kuhn	http://www.mt-archive.info/05/MTS-2009-Chen.pdf			MT Research Papers
Normalization for Automated Metrics: English and Arabic Speech Translation	Sherri Condon and Gregory A. Sanders and Dan Parvaz and Alan Rubenstein and Christy Doran and John Aberdeen and Beatrice Oshika	http://www.mt-archive.info/05/MTS-2009-Condon.pdf			MT Research Papers
Creating a High-Quality Machine Translation System for a Low-Resource Language: Yiddish	Dmitriy Genzel and Klaus Macherey and Jakob Uszkoreit	http://www.mt-archive.info/05/MTS-2009-Genzel.pdf			MT Research Papers
Reassessment of the Role of Phrase Extraction in PBSMT	Francisco Guzman and Qin Gao and Stephan Vogel	http://www.mt-archive.info/05/MTS-2009-Guzman.pdf			MT Research Papers
Hybrid Spoken Language Translation Using Sentence Splitting Based on Syntax Structure	Satoshi Kamatani and Tetsuro Chino and Kazuo Sumita	http://www.mt-archive.info/05/MTS-2009-Kamatani.pdf			MT Research Papers
462 Machine Translation Systems for Europe	Philipp Koehn and Alexandra Birch and Ralf Steinberger	http://www.mt-archive.info/05/MTS-2009-Koehn-1.pdf			MT Research Papers
Interactive Assistance to Human Translators using Statistical Machine Translation Methods	Philipp Koehn and Barry Haddow	http://www.mt-archive.info/05/MTS-2009-Koehn-2.pdf			MT Research Papers
Automatic Detection of Translated Text and its Impact on Machine Translation	David Kurokawa and Cyril Goutte and Pierre Isabelle	http://www.mt-archive.info/05/MTS-2009-Kurokawa.pdf			MT Research Papers
Improving a Lexicalized Hierarchical Reordering Model Using Maximum Entropy	Vinh Van Nguyen and Akira Shimazu and Minh Le Nguyen and Thai Phuong Nguyen	http://www.mt-archive.info/05/MTS-2009-Nguyen.pdf			MT Research Papers
User choice as an evaluation metric for web translation in cross language instant messaging applications	William Ogden and Ron Zacharski and Sieun An and Yuki Ishikawa	http://www.mt-archive.info/05/MTS-2009-Ogden.pdf			MT Research Papers
Prediction of Words in Statistical Machine Translation using a Multilayer Perceptron	Alexandre Patry and Philippe Langlais	http://www.mt-archive.info/05/MTS-2009-Patry.pdf			MT Research Papers
Incorporating Knowledge of Source Language Text in a System for Dictation of Document Translations	Aarthi Reddy and Richard Rose and Hani Safadi and Samuel Larkin and Gilles Boulianne	http://www.mt-archive.info/05/MTS-2009-Reddy.pdf			MT Research Papers
Phrase-based Machine Translation in a Computer-assisted Translation Environment	Michel Simard and Pierre Isabelle	http://www.mt-archive.info/05/MTS-2009-Simard.pdf			MT Research Papers
Lemmatic Machine Translation	Stephen Soderland and Christopher Lim and Mausam Mausam and Bo Qin and Oren Etzioni and Jonathan Pool	http://www.mt-archive.info/05/MTS-2009-Soderland.pdf			MT Research Papers
Improving the Confidence of Machine Translation Quality Estimates	Lucia Specia and Marco Turqui and Zhuoran Wang and John Shawe-Taylor and Craig Saunders	http://www.mt-archive.info/05/MTS-2009-Specia.pdf			MT Research Papers
Complexity-Based Phrase-Table Filtering for Statistical Machine Translation	Nadi Tomeh and Nicola Cancedda and Marc Dymetman	http://www.mt-archive.info/05/MTS-2009-Tomeh.pdf			MT Research Papers
Mining Parallel Texts from Mixed-Language Web Pages	Masao Utiyama and Daisuke Kawahara and Keiji Yasuda and Eiichiro Sumita	http://www.mt-archive.info/05/MTS-2009-Utiyama-1.pdf			MT Research Papers
Decoding by Dynamic Chunking for Statistical Machine Translation	Sirvan Yahyaei and Christof Monz	http://www.mt-archive.info/05/MTS-2009-Yahyaei.pdf			MT Research Papers
Introduction to China's CWMT2008 Machine Translation Evaluation	Hongmei Zhao and Jun Xie and Qun Liu and Yajuan Lü and Dongdong Zhang and Mu Li	http://www.mt-archive.info/05/MTS-2009-Zhao.pdf			MT Research Papers
Inducing translations from officially published materials in Canadian government websites	Qibo Zhu and Diana Inkpen and Ash Asudeh	http://www.mt-archive.info/05/MTS-2009-Zhu.pdf			MT Research Papers
Chained System: A Linear Combination of Different Types of Statistical Machine Translation Systems	Takako Aikawa and Achim Ruopp	http://www.mt-archive.info/05/MTS-2009-Aikawa.pdf			MT Research Posters 
Extraction of Syntactic Translation Models from Parallel Data using Syntax from Source and Target Languages	Vamshi Ambati and Alon Lavie and Jaime Carbonell	http://www.mt-archive.info/05/MTS-2009-Ambati.pdf			MT Research Posters 
Using Automatic Roundtrip Translation to Repair General Errors in Second Language Writing	Alain Désilets and Matthieu Hermet	http://www.mt-archive.info/05/MTS-2009-Desilets-1.pdf			MT Research Posters 
Reordering on Spanish-Basque SMT	Arantza Díaz de Ilaraza and Gorka Labaka and Kepa Sarasola	http://www.mt-archive.info/05/MTS-2009-Diaz.pdf			MT Research Posters 
Can MT Output Be Evaluated Through Eye Tracking?	Stephen Doherty and Sharon O'Brien	http://www.mt-archive.info/05/MTS-2009-Doherty.pdf			MT Research Posters 
Selective addition of corpus-extracted phrasal lexical rules to a rule-based machine translation system	Loic Dugast and Jean Senellart and Philipp Koehn	http://www.mt-archive.info/05/MTS-2009-Dugast.pdf			MT Research Posters 
Source-Side Context-Informed Hypothesis Alignment for Combining Outputs from Machine Translation Systems	Jinhua Du and Yanjun Ma and Andy Way	http://www.mt-archive.info/05/MTS-2009-Du.pdf			MT Research Posters 
Improving the Objective Function in Minimum Error Rate Training	Yifan He and Andy Way	http://www.mt-archive.info/05/MTS-2009-He.pdf			MT Research Posters 
Harnessing the Redundant Results of Translation Spotting	Stéphane Huet and Julien Bourdaillet and Philippe Langlais and Guy Lapalme	http://www.mt-archive.info/05/MTS-2009-Huet.pdf			MT Research Posters 
Development of a Japanese-English Software Manual Parallel Corpus	Tatsuya Ishisaka and Masao Utiyama and Eiichiro Sumita and Kazuhide Yamamoto	http://www.mt-archive.info/05/MTS-2009-Ishisaka.pdf			MT Research Posters 
Word Alignment by Thresholded Two-Dimensional Normalization	Hamidreza Kobdani and Alexander Fraser and Hinrich Schütze	http://www.mt-archive.info/05/MTS-2009-Kobdani.pdf			MT Research Posters 
Tracking Relevant Alignment Characteristics for Machine Translation	Patrik Lambert and Yanjun Ma and Sylwia Ozdowska and Andy Way	http://www.mt-archive.info/05/MTS-2009-Lambert.pdf			MT Research Posters 
Improving Fluency by Reordering Target Constituents using MST Parser in English-to-Japanese Phrase-based SMT	Hwidong Na and Jin-Ji Li and Jungi Kim and Jong-Hyeok Lee	http://www.mt-archive.info/05/MTS-2009-Na.pdf			MT Research Posters 
Anchor Points for Bilingual Lexicon Extraction from Small Comparable Corpora	Emmanuel Prochasson and Emmanuel Morin and Kyo Kageura	http://www.mt-archive.info/05/MTS-2009-Prochasson.pdf			MT Research Posters 
United Nations General Assembly Resolutions: A Six-Language Parallel Corpus	Alexandre Rafalovitch and Robert Dale	http://www.mt-archive.info/05/MTS-2009-Rafalovitch.pdf			MT Research Posters 
Using Artificial Data to Compare the Difficulty of Using Statistical Machine Translation in Different Language-Pairs	Manny Rayner and Paula Estrella and Pierrette Bouillon and Yukie Nakao	http://www.mt-archive.info/05/MTS-2009-Rayner.pdf			MT Research Posters 
Translation Model Adaptation for an Arabic/French News Translation System by Lightly- Supervised Training	Holger Schwenk and Jean Senellart	http://www.mt-archive.info/05/MTS-2009-Schwenk.pdf			MT Research Posters 
Using Percolated Dependencies for Phrase Extraction in SMT	Ankit Srivastava and Andy Way	http://www.mt-archive.info/05/MTS-2009-Srivastava.pdf			MT Research Posters 
