Title	Authors	Pdf	Presentation	Volume_Name	Raw_webtext
Machine Translation: from Real Users to Research
6th conference of the Association for Machine Translation in the Americas, AMTA 2004,
Washington
Proceedings. Edited by Robert E. Frederking and Kathryn B. Taylor
Berlin/Heidelberg/New York: Springer Verlag, 2004
ISBN: 3-540-23300-8
(Lecture Notes in Artificial Intelligence; Lecture Notes in Computer Science 3265)
Table of Contents
[For copyright reasons these papers are only available directly from the 
Case study: implementing MT for the translation of pre-sales marketing and post-sales software deployment documentation at Mycom International	Jeffrey Allen			[For copyright reasons these papers are only available directly from the 	Jeffrey Allen: Case study: implementing MT for the translation of pre-sales marketing and post-sales software deployment documentation at Mycom International -- pp. 1-6
A speech-to-speech translation system for Catalan, Spanish, and English	Victoria Arranz and Elisabet Comelles and David Farwell and Climent Nadeu and Jaume Padrell and Albert Febrer and Dorcas Alexander and Kay Peterson			[For copyright reasons these papers are only available directly from the 	Victoria Arranz, Elisabet Comelles, David Farwell, Climent Nadeu, Jaume Padrell, Albert Febrer, Dorcas Alexander, Kay Peterson: A speech-to-speech translation system for Catalan, Spanish, and English -- pp. 7-16
Multi-Align: combining linguistic and statistical techniques to improve alignments for adaptable MT	Necip Fazil Ayan and Bonnie J. Dorr and Nizar Habash			[For copyright reasons these papers are only available directly from the 	Necip Fazil Ayan, Bonnie J. Dorr, and Nizar Habash: Multi-Align: combining linguistic and statistical techniques to improve alignments for adaptable MT -- pp. 17-26
A modified Burrows-Wheeler transform for highly scalable example-based translation	Ralf D. Brown			[For copyright reasons these papers are only available directly from the 	Ralf D. Brown: A modified Burrows-Wheeler transform for highly scalable example-based translation -- pp. 27-36
Designing a controlled language for the machine translation of medical protocols: the case of English to Chinese	Sylviane Cardey and Peter Greenfield and Xiahong Wu			[For copyright reasons these papers are only available directly from the 	Sylviane Cardey, Peter Greenfield, and Xiahong Wu: Designing a controlled language for the machine translation of medical protocols: the case of English to Chinese -- pp. 37-47
Normalizing German and English inflectional morphology to improve statistical word alignment	Simon Corston-Oliver and Michael Gamon			[For copyright reasons these papers are only available directly from the 	Simon Corston-Oliver and Michael Gamon: Normalizing German and English inflectional morphology to improve statistical word alignment -- pp. 48-57
System description: speech-to-speech translation system	Mike Dillinger and Mark Seligman			[For copyright reasons these papers are only available directly from the 	Mike Dillinger and Mark Seligman: System description: speech-to-speech translation system -- pp. 58-63
A fluency error categorization scheme to guide automated machine translation evaluation	Debbie Elliott and Anthony Hartley and Eric Atwell			[For copyright reasons these papers are only available directly from the 	Debbie Elliott, Anthony Hartley, and Eric Atwell: A fluency error categorization scheme to guide automated machine translation evaluation -- pp. 64-73
