Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
QT21: a new era for translators and the computer	Alan Melby	http://www.mt-archive.info/15/Asling-2015-Melby.pdf			1-11	
The reception of intralingual and interlingual automatic subtitling: an exploratory study within the HBB4ALL project	Anna Matamala and Andreu Oliver and Aitor Álvarez and Andoni Azpeitia	http://www.mt-archive.info/15/Asling-2015-Matamala.pdf			12-17	
The EXPERT project: advancing the state of the art in hybrid translation technologies	Constantin Orasan and Alessandro Cattelan and Gloria Corpas Pastor and Josef van Genabith and Manuel Herranz and Juan José Arevalillo and Qun Liu and Khalil Sima’an and Lucia Specia	http://www.mt-archive.info/15/Asling-2015-Orasan.pdf			18-23	
From occasional quality control to collaborative quality assurance	Klaus Fleischmann	http://www.mt-archive.info/15/Asling-2015-Fleischmann.pdf			24-26	
Kamusi pre-D-source-side disambiguation and a sense aligned multilingual lexicon	Martin Benjamin and Amar Mukunda and Jeff Allen	http://www.mt-archive.info/15/Asling-2015-Benjamin.pdf			27-32	
FALCON: building the localization web	Andrzej Zydroń	http://www.mt-archive.info/15/Asling-2015-Zydron.pdf			33-36	
Evaluation of English to Spanish MT output of Tourism 2.0 consumer-generated reviews with post-editing purposes	Miguel Á.Candel-Mora	http://www.mt-archive.info/15/Asling-2015-Candel-Mori.pdf			37-47	
Use of CAI tools in interpreters’ training: a pilot study	Bianca Prandi	http://www.mt-archive.info/15/Asling-2015-Prandi.pdf			48-57	
Skype Translator: breaking down language and hearing barriers. A behind the scenes look at near real-time speech translation	William Lewis	http://www.mt-archive.info/15/Asling-2015-Lewis.pdf			58-65	
The catcher in the CAT. Playfulness and self-determination in the use of CAT tools by professional translators	Anna Estellés and Esther Monzó	http://www.mt-archive.info/15/Asling-2015-Estelles.pdf			66-78	
The ALST project: technologies for audiovisual translation	Anna Matamala	http://www.mt-archive.info/15/Asling-2015-Matamala-2.pdf			79-89	
The use of machine translation and post-editing among language service providers in Spain	Olga Torres and Ramon Piqué Huerta and Marisa Presas Corbella and Pilar Sánchez-Gijón and Adrià Martín Mor and Pilar Cid-Leal and Anna Aguilar-Amat and Celia Rico-Pérez and Amparo Alcina-Claudet and Miguel Ángel Candel-Mora	http://www.mt-archive.info/15/Asling-2015-Torres.pdf			90-95	
Let the EAGLES fly into new standards: adapting our CAT tool evaluation methodology to the ISO 25000 series	Marianne Starlander	http://www.mt-archive.info/15/Asling-2015-Starlander.pdf			96-101	
Neocortical computing: next generation machine translation	Andrzej Zydroń	http://www.mt-archive.info/15/Asling-2015-Zydron-2.pdf			102-105	
Recommendations for translation environments to improve translators’ workflows	Jan Van den Bergh and Eva Geurts and Donald Degraen and Mieke Haesen and Iulianna van der Lek-Ciudin and Karin Coninx	http://www.mt-archive.info/15/Asling-2015-VandenBergh.pdf			106-119	
Going global? Let’s measure your product for world-readiness!	Kshitij Gupta and Lily Wen	http://www.mt-archive.info/15/Asling-2015-Gupta.pdf			120-126	
The TAUS Quality Dashboard	Paola Valli	http://www.mt-archive.info/15/Asling-2015-Valli.pdf			127-136	
