Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Filling in the gaps: what we need from TM subsegment recall	Kevin Flanagan	http://www.mt-archive.info/10/Asling-2014-Flanagan.pdf			12-23	
Gábor Prószéky: Almost fifty years after the (first?) ALPAC report 	Keynote	http://www.mt-archive.info/10/Asling-2014-Proszeky.pdf			24-26	abstract Keynote
Beyond prescription: what empirical studies are telling us about localization crowdsourcing	Miguel A.Jiménez Crespo	http://www.mt-archive.info/10/Asling-2014-Jimenez-Crespo.pdf			27-35	
Using cross-language information retrieval and statistical language modelling in example-based machine translation	Nasredine Semmar and Othman Zennaki and Meriama Laib	http://www.mt-archive.info/10/Aslib-2014-Semmar.pdf			36-44	
Representing intra- and interlingual terminological variation in a new type of translation resource: a prototype proposal	Koen Kerremans	http://www.mt-archive.info/10/Asling-2014-Kerremans.pdf			45-50	
iCompileCorpora: a web-based application to semi-automatically compile multilingual comparable corpora	Hernani Costa and Gloria Corpas Pastor and Miriam Seghiri	http://www.mt-archive.info/10/Asling-2014-Costa.pdf			51-55	
Terminology management revisited	Nizar Ghoula and Jacques Guyot and Gilles Falquet	http://www.mt-archive.info/10/Asling-2014-Ghoula.pdf			56-65	
Rule-based automatic post-processing of SMT output to reduce human post-editing effort	Victoria Porro and Johanna Gerlach and Pierrette Bouillon and Violeta Seretan	http://www.mt-archive.info/10/Asling-2014-Porro.pdf			66-76	
Quality assurance process in translation	Jerzy Czopik	http://www.mt-archive.info/10/Asling-2014-Czopik.pdf			77-85	
Intelligent translation memory matching and retrieval metric exploiting linguistic technology	Rohit Gupta and Hanna Bechara and Constantin Orasan	http://www.mt-archive.info/10/Asling-2014-Gupta.pdf			86-89	
Improving fuzzy matching through syntactic knowledge	Tom Vanallemeersch and Vincent Vandeghinste	http://www.mt-archive.info/10/Asling-2014-Vanallemeersch.pdf			90-99	
Integrating machine translation (MT) in the higher education of translators and technical writers	Marion Wittkowsky	http://www.mt-archive.info/10/Asling-2014-Wittkowsky.pdf			100-108	
MateCat: free, a new business model for CAT tools	Alessandro Cattelan					
Top-down or bottom-up: what do industry approaches to translation quality mean for effective integration of statndards and tools?	Joanna Drugan	http://www.mt-archive.info/10/Asling-2014-Drugan.pdf			109-117	
Getting the best out of a mixed bag	Terence Lewis	http://www.mt-archive.info/10/Asling-2014-Lewis.pdf			118-128	
Terminology finding in the Sketch Engine: an evaluation	Adam Kilgarriff	http://www.mt-archive.info/10/Asling-2014-Kilgarriff.pdf			130-132	
Translation tools are TOOLS. How do we make the most of them? 	Angelika Zerfass					
Machine translation quality estimation adapted to the translation workflow	Sabine Hunsicker and Alexandru Ceausu	http://www.mt-archive.info/10/Asling-2014-Hunsicker.pdf			133-136	
The dos and don’ts of XML document localization	Andrzej Zydroń	http://www.mt-archive.info/10/Asling-2014-Zydron.pdf			137-144	
AutoLearn<Word>	Kurt Eberle	http://www.mt-archive.info/10/Asling-2014-Eberle.pdf			145-154	
Quality evaluation today: the Dynamic Quality Framework	A.Görög	http://www.mt-archive.info/10/Asling-2014-Gorog.pdf			155-164	
Far from the maddening crowd: integrating collaborative translation technologies into healthcare services in the developing world	Erin Lyons	http://www.mt-archive.info/10/Asling-2014-Lyons.pdf			165-173	
Is machine translation ready for literature	Antonio Toral and Andy Way	http://www.mt-archive.info/10/Asling-2014-Toral.pdf			174-176	
A tool for building multilingual voice questionnaires	Alejandro Armando and Pierrette Bouillon and Manny Rayner and Nikos Tsourakis	http://www.mt-archive.info/10/Asling-2014-Armando.pdf			177-181	
Translating implicit elements in RBMT	Irina Burukina	http://www.mt-archive.info/10/Asling-2014-Burukina.pdf			182-193	
Losses and gains in computer-assisted translation: some remarks on online translation of English to Malay	Mozhgan Ghassemiazghandi and Tengku Sepora Tengku Mahadi	http://www.mt-archive.info/10/Asling-2014-Ghassemiazghandi.pdf			194-201	
Affective impact of the use of technology on employed language specialists: an exploratory qualitative study	Anne Marie Taravella	http://www.mt-archive.info/10/Asling-2014-Taravella.pdf			202-210	
Solving terminology problems more quickly with ‘IntelliWebSearch (Almost) Unlimited’	Michael Farrell	http://www.mt-archive.info/10/Asling-2014-Farrell.pdf			211-216	
Twitter Crowd Translation – design and objectives	Eduard Šubert and Ondřej Bojar	http://www.mt-archive.info/10/Asling-2014-Subert.pdf			217-227	
SMT for restricted sublanguage in CAT tool context at the European Parliament	Najeh Hajlaoui	http://www.mt-archive.info/10/Asling-2014-Hajlaoui.pdf			228-234	
Task-based teaching of computer-aided translation in a progressive manner	Jessica Xiangyu Liu	http://www.mt-archive.info/10/Asling-2014-Liu.pdf			235-242	
