Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Challenges at the World Trade Organization: evaluation and implementation of a statistical machine translation system	Olivier Pasteur	http://www.mt-archive.info/10/Aslib-2010-Pasteur.pdf				
Creating your own translation memory repository	Ronan Martin	http://www.mt-archive.info/10/Aslib-2010-Martin.pdf				
Does Google know better? Translators and machine translation	Ignacio Garcia	http://www.mt-archive.info/10/Aslib-2010-Garcia-ppt.pdf				
Translation technology: is it a jungle?	Juliet Macan	http://www.mt-archive.info/10/Aslib-2010-Macan.pdf				
TRANSLI: trusted automated translation at the service of justice	Atefeh Farzindar	http://www.mt-archive.info/10/Aslib-2010-Farzindar-ppt.pdf				
XTRF-TM – managing teamwork	Andrzej Nedoma and Tomasz Mroz	http://www.mt-archive.info/10/Aslib-2010-Nedoma.pdf				
Language technology for automatic control in eLearning tools – translator and second language learning	Susanne Preuß and Christoph Rösener and Paul Schmidt	http://www.mt-archive.info/10/Aslib-2010-Preuss.pdf				
Next generation translation and localization: users are taking charge	Sharon O’Brien and Reinhard Schäler	http://www.mt-archive.info/10/Aslib-2010-OBrien.pdf				
Managing social translation: online tools for translators’ communities	Anas Tawileh	http://www.mt-archive.info/10/Aslib-2010-Tawileh.pdf				
A computational framework for a cognitive model of human translation processes	Michael Carl	http://www.mt-archive.info/10/Aslib-2010-Carl.pdf				
Mixed up with machine translation: multi-word units disambiguation challenge	Anabele Barreiro and Annibale Elia and Johanna Monti and Mario Monteleone	http://www.mt-archive.info/10/Aslib-2010-Barreiro.pdf				
Identifying fixed expressions: a comparison of SDL MultiTerm Extract and Déjà Vu’s lexicon	María Fernández-Parra and Pius ten Hacken	http://www.mt-archive.info/10/Aslib-2010-Fernandez-Parra.pdf				
Highlighting matched and mismatched segments in translation memory output through sub-tree alignment	Ventsislav Zhechev	http://www.mt-archive.info/10/Aslib-2010-Zhechev.pdf				
A hybrid word alignment approach to improve translation lexicons with compound words and idiomatic expressions	Nasredine Semmar and Christophe Servan and Gaël de Chalendar and Benoît Le Ny and Jean-Jacques Bouzaglou	http://www.mt-archive.info/10/Aslib-2010-Semmar.pdf				
