Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
WeBiText: Building Large Heterogeneous Translation Memories from Parallel Web Content	Alain Désilets	http://www.mt-archive.info/05/Aslib-2008-Desilets.pdf				
Hybrid Architectures for Multi-Engine Machine Translation	Andreas Eisele	http://www.mt-archive.info/05/Aslib-2008-Eisele.pdf				
CLIR-Based Collaborative Construction of a Multilingual Terminological Dictionary for Cultural Resources	Mohammad Daoud	http://www.mt-archive.info/05/Aslib-2008-Daoud.pdf				
Pan African Localization Network	Manal Amin	http://www.mt-archive.info/05/Aslib-2008-Amin.pdf				
Zen and the Art of Quality Assurance: Quality Assurance Automation in Translation: Needs, Reality and Expectations	Julia Makoushina	http://www.mt-archive.info/05/Aslib-2008-Makoushina.pdf				
Wiki behind the Firewall—Microscale Online Collaboration in a Translation Agency	David Calvert	http://www.mt-archive.info/05/Aslib-2008-Calvert.pdf				
Managing Complex Translation Projects Through Virtual Spaces: a Case Study	Dr. Fola Yahaya	http://www.mt-archive.info/05/Aslib-2008-Yahaya.pdf				
Developing a 12-week e-Learning Course on Software Localisation at Imperial College London: Design and Insights from Student Feedback	Mark Shuttleworth and Daniela Ford	http://www.mt-archive.info/05/Aslib-2008-Shuttleworth.pdf			12	
Beyond Terms: Multi-Word Units in MultiTerm Extract	María Fernández Parra and Pius ten Hacken	http://www.mt-archive.info/05/Aslib-2008-Fernandez-Parra.pdf			12	
A Quality Control Framework for Gold Standard Reference Translations:The Process and Toolkit Developed for GALE	Lauren Friedman	http://www.mt-archive.info/05/Aslib-2008-Friedman.pdf				
