Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
INTRODUCTION		http://www.mt-archive.info/70/Aslib-1981-Lawson-1.pdf			v	
Machine translation and people	VERONICA LAWSON	http://www.mt-archive.info/70/Aslib-1981-Lawson-2.pdf			3	
Types of translation and text forms in the environment of machine translation (MT)	J.C.SAGER	http://www.mt-archive.info/70/Aslib-1981-Sager.pdf			11	
The evolution of machine translation systems	W. JOHN HUTCHINS	http://www.mt-archive.info/70/Aslib-1981-Hutchins-1.pdf			21	
The Meteo system	BENOIT THOUIN	http://www.mt-archive.info/70/Aslib-1981-Thouin.pdf			39	
Working with the Weidner machine-aided translation system	MICHAEL G.HUNDT	http://www.mt-archive.info/70/Aslib-1981-Hundt.pdf			45	
Summary of discussion	Nigel Bevan	http://www.mt-archive.info/70/Aslib-1981-Bevan-2.pdf			53	
Coping with machine translation	J.RICHARD RUFFINO	http://www.mt-archive.info/70/Aslib-1981-Ruffino.pdf			57	
The importance of feedback from translators in the development of high-quality machine translation	IAN M. PIGOTT	http://www.mt-archive.info/70/Aslib-1981-Pigott.pdf			61	
Psychological and ergonomic factors in machine translation	NIGEL BEVAN	http://www.mt-archive.info/70/Aslib-1981-Bevan-1.pdf			75	
Economic aspects of machine translation	GEORGES VAN SLYPE	http://www.mt-archive.info/70/Aslib-1981-VanSlype.pdf			79	
Summary of discussion	Françoise Moore	http://www.mt-archive.info/70/Aslib-1981-Moore.pdf			95	
Introductory remarks	J. ALBERT BACHRACH	http://www.mt-archive.info/70/Aslib-1981-Bachrach.pdf			99	
The MT errors which cause most trouble to posteditors	ROY GREEN	http://www.mt-archive.info/70/Aslib-1981-Green.pdf			101	
Experience in English-French post-editing	BERNARD LAVOREL	http://www.mt-archive.info/70/Aslib-1981-Lavorel.pdf			105	
Summary of discussion (1)	Barbara Kostrewski and Peter Taylor	http://www.mt-archive.info/70/Aslib-1981-Kostrewski-1.pdf			111	
The impact of posteditors’ feedback on the quality of MT	FRANCESCO ROSSI	http://www.mt-archive.info/70/Aslib-1981-Rossi.pdf			113	
Practical experience of machine translation	STANLEY P. SEREDA	http://www.mt-archive.info/70/Aslib-1981-Sereda.pdf			119	
Summary of discussion (2)		http://www.mt-archive.info/70/Aslib-1981-Kostrewski-2.pdf			127	
Quality control procedures in modification of the Air Force Russian-English MT system	DALE BOSTAD	http://www.mt-archive.info/70/Aslib-1981-Bostad.pdf			129	
Summary of discussion (3)		http://www.mt-archive.info/70/Aslib-1981-Kostrewski-3.pdf			135	
Eurotra: an attempt to achieve multilingual MT	MARGARET KING	http://www.mt-archive.info/70/Aslib-1981-King.pdf			139	
The pivotal role of the various dictionaries in an MT system	FRANCIS E. KNOWLES	http://www.mt-archive.info/70/Aslib-1981-Knowles.pdf			149	
The limits of innovation in machine translation	MARGARET MASTERMAN	http://www.mt-archive.info/70/Aslib-1981-Masterman.pdf			163	
Summary of discussion	W. John Hutchins	http://www.mt-archive.info/70/Aslib-1981-Hutchins-2.pdf			187	
Concluding remarks	YORICK WILKS	http://www.mt-archive.info/70/Aslib-1981-Wilks.pdf			189	
