Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Workshop: Lost for words—Maximizing terminological quality and value at an LSP	David J. Calvert	http://www.mt-archive.info/15l/Asling-2016-Calvert.pdf			1-9	
Potential impact of QT21	Eleanor Cornelius	http://www.mt-archive.info/15l/Asling-2016-Cornelius.pdf			10-18	
From IATE to IATE 2 or when technologies are agents of change and means to improve users’ satisfaction	Denis Dechandon	http://www.mt-archive.info/15l/Asling-2016-Dechandon.pdf			19-32	
Translation quality evaluation of MWE from French into English using an SMT system	Emmanuelle Esperança-Rodier and Johan Didier	http://www.mt-archive.info/15l/Asling-2016-Esperanc-Rodiera.pdf			33-41	
InterpretBank: redefining computer-assisted interpreting tools	Claudio Fantinuoli	http://www.mt-archive.info/15l/Asling-2016-Fantinuoli.pdf			42-52	
Why XLIFF and why XLIFF 2?	David Filip	http://www.mt-archive.info/15l/Asling-2016-Filip.pdf			53-68	
Can you trust a TM? Results of an experiment conducted in November 2015 and August 2016 with students and professional translators	Daniela Ford	http://www.mt-archive.info/15l/Asling-2016-Ford.pdf			69-80	
How translators can improve multilingual terminology in a link: teaching case study examples	Carmen Gomez-Camarero and Rocio Palomares Perraut	http://www.mt-archive.info/15l/Asling-2016-Gomez-Camarero.pdf			81-87	
Drawing a route map of making a small domain-specific parallel corpus for translators and beyond	Xiaotian Guo	http://www.mt-archive.info/15l/Asling-2016-Guo.pdf			88-99	
A case study of German into English by machine translation: to evaluate Moses using Moses for Mere Mortals	Roger Haycock	http://www.mt-archive.info/15l/Asling-2016-Haycock.pdf			100-112	
The annotation system	Ronan Martin	http://www.mt-archive.info/15l/Asling-2016-Martin.pdf			113-121	
What’s in a name?	Jon D. Riding and Neil J. Boulton	http://www.mt-archive.info/15l/Asling-2016-Riding.pdf			122-132	
Professional precariat or digital elite? – Workshop on interpreters’ workflows and fees in the digital era	Anja Rütten	http://www.mt-archive.info/15l/Asling-2016-Rutten.pdf			133-137	
How to configure statistical machine translation with linked open data resources	Ankit Srivastava and Felix Sasaki and Peter Bourgonje. Julian Moreno-Schneider and Jan Nehring and Georg Rehm	http://www.mt-archive.info/15l/Asling-2016-Srivastava.pdf			138-148	
From CATs to KATs	Félix do Carmo and Luis Trigo and Belinda Maia	http://www.mt-archive.info/15l/Asling-2016-Carmo.pdf			149-158	
Automatic bilingual corpus collection from Wikipedia	Mark Unitt and Simon Tite and Pejman Saeghe	http://www.mt-archive.info/15l/Asling-2016-Unitt.pdf			159-163	
Calculating the percentage reduction in translator effort when using machine translation	Andrzej Zydrón and Qun Liu	http://www.mt-archive.info/15l/Asling-2016-Zydron.pdf			164-169	
