Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
The Business Case for Machine Translation	Jaap van der Meer	http://www.mt-archive.info/00/Aslib-2003-VanderMeer.pdf				
Overview of PwC/Sytranet on-line MT Facility	Ross Smith	http://www.mt-archive.info/00/Aslib-2003-Smith.pdf				
The Philippine Style Chat - Instant Messenger Translation System	Dr. Imelda P. de Castro	http://www.mt-archive.info/00/Aslib-2003-Castro.pdf				
Can language technology respond to the subtitler's dilemma? - A preliminary study	DrMinako O'Hagan	http://www.mt-archive.info/00/Aslib-2003-OHagan.pdf				
Joined-up Terminology - The IATE system enters production	Sylvia Ball	http://www.mt-archive.info/00/Aslib-2003-Ball.pdf				
xml:tm - Using XML technology to reduce the cost of authoring and translation	Andrzej Zydron	http://www.mt-archive.info/00/Aslib-2003-Zydron.pdf				
Translation Web Services - A Reality	Ian Harris	http://www.mt-archive.info/00/Aslib-2003-Harris.pdf				
Making a Business Case for Localisation	Reinhard Schäler	http://www.mt-archive.info/00/Aslib-2003-Schaler.pdf				
Streamlining Multilingual Content Delivery for Large Organizations - Case Studies in Enterprise Linguistic Asset Management	Bob McCallum	http://www.mt-archive.info/00/Aslib-2003-McCallum.pdf				
Metadata for multilingual content management - A practical experience with the SARE-Bi system	JosuKa Díaz-Labrador and Joseba Abaitua and Inés Jacob and Fernando Quintana	http://www.mt-archive.info/00/Aslib-2003-Diaz.pdf				
Units of Meaning in Translation - How to Make Real Use of Corpus Evidence	Pernilla Danielsson	http://www.mt-archive.info/00/Aslib-2003-Danielsson.pdf				
Generic Text Interface (Canevas/GTi): Producing and publishing structured legal documents at the Court of Justice of the European Communities	Brian Porro and Jean Acheroy and Florent Thouvenin	http://www.mt-archive.info/00/Aslib-2003-Porro.pdf				
LTC Communicator	Philippe Nozay and Adriane Rinsche	http://www.mt-archive.info/00/Aslib-2003-Nozay.pdf				
Computer-based Information Management for Conference Interpreters - Or How Will I Make my Computer Act Like an Infallible Information Butler?	Anja Ruetten	http://www.mt-archive.info/00/Aslib-2003-Rutten.pdf				
Convergence in CAT: blending MT, TM, OCR & SR to boost productivity	Yves Champollion	http://www.mt-archive.info/00/Aslib-2003-Champollion.pdf				
