Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Building a collaborative multilingual terminology system	Alain Désilets	http://www.mt-archive.info/05/Aslib-2009-Desilets.pdf				
Towards an effective toolkit for translators	Andreas Eisele	http://www.mt-archive.info/05/Aslib-2009-Eisele.pdf				
Computer-aided translation backed by machine translation	Ondřej Odcházal	http://www.mt-archive.info/05/Aslib-2009-Odchazal.pdf				
Minna no Hon’yaku: a website for hosting, archiving, and promoting translations	Masao Utiyama	http://www.mt-archive.info/05/Aslib-2009-Utiyama.pdf				
Cloud computing in GILT ecosystems and evolution	Sven Christian Andrä	http://www.mt-archive.info/05/Aslib-2009-Andra.pdf				
Tiptoeing towards TBX: strategies for terminology management at a language services provider	David Calvert	http://www.mt-archive.info/05/Aslib-2009-Calvert.pdf				
Automatic concordance creation for texts in any language	N.W.Rees and J.D.Riding	http://www.mt-archive.info/05/Aslib-2009-Rees.pdf				
Moderating strong accents	L.Baghai-Ravary	http://www.mt-archive.info/05/Aslib-2009-Baghai-Ravary.pdf				
Mapping localisation workflows on the cloud	Lamine Aouad	http://www.mt-archive.info/05/Aslib-2009-Aouad.pdf				
Creating multimedia localisation training materials: the process and resources developed for eCoLoMedia	Alina Secară	http://www.mt-archive.info/05/Aslib-2009-Secara.pdf				
Notes on a live demonstration [of the Trasy Dutch-English system]	Terence Lewis	http://www.mt-archive.info/05/Aslib-2009-Lewis.pdf				
MyMemory: creating the world’s largest translation memory	Marco Trombetti	http://www.mt-archive.info/05/Aslib-2009-Trombetti.pdf				
Copyright issues in translation memory ownership	Ross Smith	http://www.mt-archive.info/05/Aslib-2009-Smith.pdf				
