Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Online Translation: MT's New Frontier	Mary Flanagan	http://www.mt-archive.info/90/Aslib-1997-Flanagan.pdf				
MT Evaluation - Science or Art?	Derek Lewis	http://www.mt-archive.info/90/Aslib-1997-Lewis.pdf				
Remote Access Translation Services: Software Design with the User in Focus	Klaus Schubert	http://www.mt-archive.info/90/Aslib-1997-Schubert.pdf				
Personal Translation Applications	Ian Johnson	http://www.mt-archive.info/90/Aslib-1997-Johnson.pdf				
Evaluation of Language Tools	Bente Maegaard	http://www.mt-archive.info/90/Aslib-1997-Maegaard.pdf				
Multillingual Corpora – Current Practice and Future Trends	Anthony Mark McEnery	http://www.mt-archive.info/90/Aslib-1997-McEnery.pdf				
“…to boldly go…”	Daniel Grasmick	http://www.mt-archive.info/90/Aslib-1997-Grasmick.pdf				
Logos as an Internet and Intranet Application	F.Bruckert	http://www.mt-archive.info/90/Aslib-1997-Bruckert.pdf				
Publishing Product Information in a Global Market Place	Martyn Brougham	http://www.mt-archive.info/90/Aslib-1997-Brougham.pdf				
The TM Revolution - What does it really mean?	Ian Gordon	http://www.mt-archive.info/90/Aslib-1997-Gordon.pdf				
Lexical Bottleneck in Machine Translation and Natural Language Processing: A Case Study	M. Victoria Arranz	http://www.mt-archive.info/90/Aslib-1997-Arranz.pdf				
Scania Swedish - A Basis for Multilingual Translation	Anna Sågvall Hein	http://www.mt-archive.info/90/Aslib-1997-Sagvall-Hein.pdf				
Machine Translation and Minority Languages	Harold Somers	http://www.mt-archive.info/90/Aslib-1997-Somers.pdf				
The European and Association for Terminology - Objectives and Plans for the Future	Helmi Sonneveld	http://www.mt-archive.info/90/Aslib-1997-Sonneveld.pdf				
