Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
In search of knowledge: text mining dedicated to technical translation	Johanna Monti and Annibale Elia and Alberto Postiglione and Maria Monteleone and Federica Marano	http://www.mt-archive.info/10/Aslib-2011-Monti.pdf				
Automatic translation tools at WIPO	Bruno Pouliquen and Christophe Mazenc	http://www.mt-archive.info/10/Aslib-2011-Pouliquen.pdf				
An effective model for insertion of translation technologies into US government translation environments	Carol Van Ess-Dykema	http://www.mt-archive.info/10/Aslib-2011-VanEss-Dykema.pdf				
New-old resources – how to bring innovation into the corpora	István Lengyel	http://www.mt-archive.info/10/Aslib-2011-Lengyel.pdf				
The multilingual web: latest developments at the W3C/IETF	Richard Ishida	http://www.mt-archive.info/10/Aslib-2011-Ishida-ppt.pdf				
The NATO terminology programme and NATOTerm	Ian Jones	http://www.mt-archive.info/10/Aslib-2011-Jones.pdf				
Building a budget workspace for the translator 2.5	Jose Palomares	http://www.mt-archive.info/10/Aslib-2011-Palomares.pdf				
Towards on-line knowledge sharing dictionaries for European law: the Legal Taxonomy Syllabus 3.0	Elena Grasso and Piercarlo Rossi and Andrea Violato	http://www.mt-archive.info/10/Aslib-2011-Grasso.pdf				
Machine translation between uncommon language pairs via a third common language: the case of patents	Benjamin K.Tsou and Bin Lu	http://www.mt-archive.info/10/Aslib-2011-Tsou.pdf				
Operationalization of interactive multilingual gateways (iMAGs) in the Traouiero project	Christian Boitet and Valérie Bellynck and Achille Falaise and Nguyen Hong-Thai	http://www.mt-archive.info/10/Aslib-2011-Boitet.pdf				
Building blocks to integrate a Moses MT engine into the production translation work-flow with reference to the World Trade Organization and other clients	Karim Benzineb and Jacques Guyot	http://www.mt-archive.info/10/Aslib-2011-Benzineb.pdf				
Using seed terms for crawling bilingual terminology lists on the Web	Takeshi Abekawa and Kyo Kageura	http://www.mt-archive.info/10/Aslib-2011-Abekawa.pdf				
Minority languages & translation technologies case study: te reo Māori & Google Translator Toolkit	Te Taka Keegan and Hōri Manuirirangi	http://www.mt-archive.info/10/Aslib-2011-Keegan.pdf				
Arabic and computer-aided translation: an integrated approach	Barbara Quaranta	http://www.mt-archive.info/10/Aslib-2011-Quaranta.pdf				
Sign language – are we making information accessible?	Kirsty J.W.Crombie Smith	http://www.mt-archive.info/10/Aslib-2011-Crombie-Smith.pdf				
The Language Product Evaluation Tool	Erica B.Michael and Alison Blodgett and Dominic Massaro and Benjamin Bailey and Diane de Terra and Scribner Messenger and Lelyn Saner and Kathy Rhoad and Shaina Castle and Solveig Gannon-Kurowski	http://www.mt-archive.info/10/Aslib-2011-Michael.pdf				
Translation memories guarantee consistency: truth or fiction	Joss Moorkens	http://www.mt-archive.info/10/Aslib-2011-Moorkens.pdf				
