Title	Authors	Pdf	Presentation	Volume_Name	Raw_webtext
AMTA 2006
Proceedings of the 7th Conference of the 
Association for Machine Translation of the Americas
	Visions for the Future of Machine Translation			Association for Machine Translation of the Americas	Visions for the Future of Machine Translation
Table of contents
Preface		http://www.mt-archive.info/05/AMTA-2006-preface.pdf		Table of contents	Preface from the General Chair
Preface		http://www.mt-archive.info/05/AMTA-2006-preface.pdf		Table of contents	Preface from the Program Chairs
Conference Organizers		http://www.mt-archive.info/05/AMTA-2006-organizers.pdf		Table of contents	Conference Organizers
Program Committee -- Reviewers		http://www.mt-archive.info/05/AMTA-2006-reviewers.pdf		Table of contents	Program Committee -- Reviewers
Guarani: A Case Study in Resource Development for Quick Ramp-Up MT	Ahmed Abdelali and James Cowie and Steve Helmreich and Wanying Jin and Maria Pilar Milagros and Bill Ogden and Mansouri Rad and Ron Zacharski	http://www.mt-archive.info/05/AMTA-2006-Abdelali.pdf		Table of contents	Guarani: A Case Study in Resource Development for Quick Ramp-Up MT -- Ahmed Abdelali, James Cowie, Steve Helmreich, Wanying Jin, Maria Pilar Milagros, Bill Ogden, and Mansouri Rad and Ron Zacharski; pp. 1-9
Constraining the Phrase-Based, Joint Probability Statistical Translation Model	Alexandra Birch and Chris Callison-Burch and Miles Osborne	http://www.mt-archive.info/05/AMTA-2006-Birch.pdf		Table of contents	Constraining the Phrase-Based, Joint Probability Statistical Translation Model -- Alexandra Birch, Chris Callison-Burch and Miles Osborne; pp. 10-18
Context-Based Machine Translation	Jaime Carbonell and Steve Klein and David Miller and Mike Steinbaum and Tomer Grassiany and Jochen Frei	http://www.mt-archive.info/05/AMTA-2006-Carbonell.pdf		Table of contents	Context-Based Machine Translation -- Jaime Carbonell, Steve Klein, David Miller, Mike Steinbaum, Tomer Grassiany and Jochen Frei; pp. 19-28
Integration of POStag-based Source Reordering into SMT Decoding by an Extended Search Graph	Josep M.Crego and José B.Mariño	http://www.mt-archive.info/05/AMTA-2006-Crego.pdf		Table of contents	Integration of POStag-based Source Reordering into SMT Decoding by an Extended Search Graph -- Josep M.Crego and José B.Mariño; pp. 29-36
Better Learning and Decoding for Syntax Based SMT Using PSDIG	Yuan Ding and Martha Palmer	http://www.mt-archive.info/05/AMTA-2006-Ding.pdf		Table of contents	Better Learning and Decoding for Syntax Based SMT Using PSDIG -- Yuan Ding and Martha Palmer; pp.37-45
The Added Value of Free Online MT Services	Federico Gaspari	http://www.mt-archive.info/05/AMTA-2006-Gaspari.pdf		Table of contents	The Added Value of Free Online MT Services: Confidence Boosters for Linguistically-challenged Internet Users, a Case Study for the Language Pair Italian-English -- Federico Gaspari; pp.46-55
Challenges in Building an Arabic-English GHMT System with SMT Components	Nizar Habash and Bonnie Dorr and Christof Monz	http://www.mt-archive.info/05/AMTA-2006-Habash.pdf		Table of contents	Challenges in Building an Arabic-English GHMT System with SMT Components -- Nizar Habash, Bonnie Dorr and Christof Monz; pp. 56-65
Statistical Syntax-Directed Translation with Extended Domain of Locality	Liang Huang and Kevin Knight and Aravind Joshi	http://www.mt-archive.info/05/AMTA-2006-Huang.pdf		Table of contents	Statistical Syntax-Directed Translation with Extended Domain of Locality -- Liang Huang, Kevin Knight and Aravind Joshi; pp. 66-73
Corpus Variations for Translation Lexicon Induction	Rebecca Hwa and Carol Nichols and Khalil Sima'an	http://www.mt-archive.info/05/AMTA-2006-Hwa.pdf		Table of contents	Corpus Variations for Translation Lexicon Induction -- Rebecca Hwa, Carol Nichols and Khalil Sima'an; pp. 74-81
Toward an Interagency Language Roundtable Based Assessment of Speech-to-Speech Translation Capabilities	Douglas Jones and Timothy Anderson and Sabine Atwell and Brian Delaney and James Dirgin and Michael Emots and Neil Granoein and Martha Herzog and Timothy Hunter and Sargon Jabri and Wade Shen and Jurgen Sottung	http://www.mt-archive.info/05/AMTA-2006-Jones.pdf		Table of contents	Toward an Interagency Language Roundtable Based Assessment of Speech-to-Speech Translation Capabilities -- Douglas Jones, Timothy Anderson, Sabine Atwell, Brian Delaney, James Dirgin, Michael Emots,Neil Granoein, Martha Herzog, Timothy Hunter, Sargon Jabri, Wade Shen and Jurgen Sottung; pp. 82-89
Word-Based Alignment, Phrase-Based Translation: What's the Link?	Adam Lopez and Philip Resnik	http://www.mt-archive.info/05/AMTA-2006-Lopez.pdf		Table of contents	Word-Based Alignment, Phrase-Based Translation: What's the Link? -- Adam Lopez and Philip Resnik; pp. 90-99
Translation of Multiword Expressions Using Parallel Suffix Arrays	Paul McNamee and James Mayfield	http://www.mt-archive.info/05/AMTA-2006-McNamee.pdf		Table of contents	Translation of Multiword Expressions Using Parallel Suffix Arrays -- Paul McNamee and James Mayfield; pp. 100-109
Multi-Engine Machine Translation by Recursive Sentence Decomposition	Bart Mellebeek and Karolina Owczarzak and Josef Van Genabith and Andy Way	http://www.mt-archive.info/05/AMTA-2006-Mellebeek.pdf		Table of contents	Multi-Engine Machine Translation by Recursive Sentence Decomposition -- Bart Mellebeek, Karolina Owczarzak, Josef Van Genabith and Andy Way; pp. 110-118
Toward Communicating Simple Sentences Using Pictorial Representations	Rada Mihalcea and Ben Leong		http://www.mt-archive.info/05/AMTA-2006-Mihalcea.pdf	Table of contents	Toward Communicating Simple Sentences Using Pictorial Representations -- Rada Mihalcea and Ben Leong; pp. 119-127
