Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
If you have it, flaunt it: using full ontological knowledge for word sense disambiguation	Kavi Mahesh and Sergei Nirenburg and Stephen Beale	http://www.mt-archive.info/90/TMI-1997-Mahesh-1.pdf			1	
Processing of proper nouns and use of estimated subject area for web page translation	Yumiko Yoshimura and Satoshi Kinoshita and Miwako Shimazu	http://www.mt-archive.info/90/TMI-1997-Yoshimura.pdf			10	
Looking back to 1952: the first MT conference	John Hutchins	http://www.mt-archive.info/90/TMI-1997-Hutchins.pdf			19	
Utilizing extra-grammatical phenomena in incremental English-Japanese machine translation	Shigeki Matsubara and Yasuyoshi Inagaki	http://www.mt-archive.info/90/TMI-1997-Matsubara.pdf			31	
Generating natural sentences by using shallow discourse information	Shiho Ogina and Tetsuya Nasukawa	http://www.mt-archive.info/90/TMI-1997-Ogino.pdf			39	
MT at the paragraph level: improving English synthesis in SYSTRAN	Eduard Hovy and Laurie Gerber	http://www.mt-archive.info/90/TMI-1997-Hovy.pdf			47	
Temporal expressions in Japanese-to-English machine translation	Francis Bond and Kentaro Ogura and Hajime Uchino	http://www.mt-archive.info/90/TMI-1997-Bond.pdf			55	
Steps toward accurate machine translation	Kanlaya Naruedomkul and Nick Cercone	http://www.mt-archive.info/90/TMI-1997-Naruedomkul.pdf			63	
A lexicalist approach to the translation of colloquial text	Fred Popowich and Davide Turcato and Olivier Laurens and Paul McFetridge and J.Devlan Nicholson and Patrick McGivern and Maricela Corzo-Pena and Lisa Pidruchney and Scott McDonald 	http://www.mt-archive.info/90/TMI-1997-Popowich.pdf			76	
How to solve the conflict of structure-preserving translation and fluent text production	Karin Harbusch	http://www.mt-archive.info/90/TMI-1997-Harbusch.pdf			87	
English adverb processing in Japanese-to-English machine translation	Kentaro Ogura and Satoshi Shirai and Francis Bond	http://www.mt-archive.info/90/TMI-1997-Ogura.pdf			95	
Language control and machine translation	Anna Sågvall Hein	http://www.mt-archive.info/90/TMI-1997-Sagvall-Hein.pdf			103	
Automated dictionary extraction for “knowledge-free” example-based translation	Ralf D.Brown	http://www.mt-archive.info/90/TMI-1997-Brown.pdf			111	
Adaptation guided retrieval: approaching EBMT with caution	Bróna Collins and Pádraig Cunningham	http://www.mt-archive.info/90/TMI-1997-Collins.pdf			119	
TopAlign: word alignment for bilingual corpora based on topical clusters of dictionary entries and translations	Mathis H. Chen and Jason S. Chang and Sue J. Ker and Jen-Nan Chen	http://www.mt-archive.info/90/TMI-1997-Chen.pdf			127	
Error correcting parsing for text-to-text machine translation using finite state models	Juan C.Amengual and José M.Benedí and Francisco Casacuberta and Asunción Castaño and Antonio Castellanos and David Llorens and Andrés Marzal and Federico Prat and Enrique Vidal and Juan M.Vilar 	http://www.mt-archive.info/90/TMI-1997-Amengual.pdf			135	
Determining internal and external indices for chart generation	Arturo Trujillo	http://www.mt-archive.info/90/TMI-1997-Trujillo.pdf			143	
Word sense disambiguation: why statistics when we have these numbers?	Kavi Mahesh and Sergei Nirenburg and Stephen Beale and Evelyne Viegas and Victor Raskin and Boyan Onyshkevych	http://www.mt-archive.info/90/TMI-1997-Mahesh-2.pdf			151	
Machine translation using neural networks and finite-state models	M.Asunción Castaño and Francisco Casacuberta and Enrique Vidal	http://www.mt-archive.info/90/TMI-1997-Castano.pdf			160	
A left-to-right breadth-first algorithm for subcategorization frame selection of Japanese verbs	Kazunori Muraki and Shin’ichiro Kamei and Shinichi Doi	http://www.mt-archive.info/90/TMI-1997-Muraki.pdf			168	
A situation-based approach to spoken dialog translation between different social roles	Hideki Mima and Osamu Furuse and Hotoshi Iida	http://www.mt-archive.info/90/TMI-1997-Mima.pdf			176	
Eliminating traces of spoken language production in automatic dialogue interpreting	Birte Schmitz	http://www.mt-archive.info/90/TMI-1997-Schmitz.pdf			184	
Layered charts for speech translation	Jan W.Amtrup	http://www.mt-archive.info/90/TMI-1997-Amtrup.pdf			192	
Automatic selection and ranking of translation candidates	Antonio Sanfilippo and Ralf Steinberger	http://www.mt-archive.info/90/TMI-1997-Sanfilippo.pdf			200	
Utilizing evaluation in networked machine translation	Jörg Schütz	http://www.mt-archive.info/90/TMI-1997-Schutz.pdf			208	
Mismatches and divergences: the continuum perspective	Evelyne Viegas	http://www.mt-archive.info/90/TMI-1997-Viegas.pdf			216	
