Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
Mental spaces, space builders and bilingual summarization of news reports	Barbara Gawronska and Jaana Anttila and Dan-Ivar Jacobsson	http://www.mt-archive.info/90/TMI-1999-Gawronska.pdf			1	
Long time no see: overt semantics for Machine Translation	Evelyne Viegas and Wanying Jin and Stephen Beale	http://www.mt-archive.info/90/TMI-1999-Viegas.pdf			11	
Adding linguistic knowledge to a lexical example-based translation system	Ralf D. Brown	http://www.mt-archive.info/90/TMI-1999-Brown.pdf			22	
A unified example-based and lexicalist approach to Machine Translation	Davide Turcato and Paul McFetridge and Fred Popowich and Janine Toole	http://www.mt-archive.info/90/TMI-1999-Turcato.pdf			33	
Learning, forgetting and remembering: statistical support for rule-based MT	Oliver Streiter and Leonid L. Iomdin and Munpyo Hong and Ute Hauck	http://www.mt-archive.info/90/TMI-1999-Streiter.pdf			44	
Automatic generation of semantic dependency rules for Japanese noun phrases with particles “no”	Satoru Ikehara and Shinnji Nakai and Jin'ichi Murakami	http://www.mt-archive.info/90/TMI-1999-Ikehara.pdf			55	
An example-based approach to Japanese-to-English translation of tense, aspect, and modality	Masaki Murata and Qing Ma and Kiyotaka Uchimoto and Hitoshi Isahara	http://www.mt-archive.info/90/TMI-1999-Murata.pdf			66	
Bilingual clustering using monolingual algorithms	Sergio Barrachina and Juan Miguel Vilar	http://www.mt-archive.info/90/TMI-1999-Barrachina.pdf			77	
Extracting bilingual collocations from non-aligned parallel corpora	Kumiko Ohmori and Masanobu Higashida	http://www.mt-archive.info/90/TMI-1999-Ohmori.pdf			88	
A language-neutral sparse-data algorithm for extracting translation patterns	Kevin McTait and Arturo Trujillo	http://www.mt-archive.info/90/TMI-1999-McTait.pdf			98	
Extraction of translation equivalents from non-parallel corpora	Takaaki Tanaka and Yoshihiro Matsuo	http://www.mt-archive.info/90/TMI-1999-Tanaka.pdf			109	
A confidence index for Machine Translation	Arendse Bernth	http://www.mt-archive.info/90/TMI-1999-Bernth.pdf			120	
Errors of omission in translation	Graham Russell	http://www.mt-archive.info/90/TMI-1999-Russell.pdf			128	
Profiling translation projects: an essential part of routing translations	Nancy L. Underwood and Bart Jongejan	http://www.mt-archive.info/90/TMI-1999-Underwood.pdf			139	
Lexical selection with a target language monolingual corpus and an MRD	Hyun Ah Lee and Jong C. Park and Gil Chang Kim	http://www.mt-archive.info/90/TMI-1999-Lee.pdf			150	
Explanation-based learning for Machine Translation	Janine Toole and Fred Popowich and Devlan Nicholson and Davide Turcato and Paul McFetridge	http://www.mt-archive.info/90/TMI-1999-Toole.pdf			161	
“The Limits of my Language Mean the Limits of my World”: is Machine Translation a Cultural Threat to anyone?	Nicholas Ostler	http://www.mt-archive.info/90/TMI-1999-Ostler.pdf			172	
Experiments in translingual information retrieval using web-based MT and WordNet	Krzysztof Czuba and Xin Liu	http://www.mt-archive.info/90/TMI-1999-Czuba.pdf			174	
Automatic addition of verbal semantic attributes to a Japanese-to-English valency transfer dictionary	Hiromi Nakaiwa and Kayo Seki	http://www.mt-archive.info/90/TMI-1999-Nakaiwa.pdf			185	
Argument status in Japanese verb sense disambiguation	Timothy Baldwin and Hozumi Tanaka	http://www.mt-archive.info/90/TMI-1999-Baldwin-1.pdf			196	
A valency dictionary architecture for Machine Translation	Timothy Baldwin and Francis Bond and Ben Hutchinson	http://www.mt-archive.info/90/TMI-1999-Baldwin-2.pdf			207	
Multiple strategies for automatic disambiguation in technical translation	Teruko Mitamura and Eric Nyberg and Enrique Torrejon and Robert Igo	http://www.mt-archive.info/90/TMI-1999-Mitamura.pdf			218	
Pipelined multi-engine Machine Translation: accomplishment of MATES/CK system 	Min Zhang and Key-Sun Choi	http://www.mt-archive.info/TMI-1999-Zhang.pdf			228	
